patient_id	mirna_feature_000	mirna_feature_001	mirna_feature_002	mirna_feature_003	mirna_feature_004	mirna_feature_005	mirna_feature_006	mirna_feature_007	mirna_feature_008	mirna_feature_009	mirna_feature_010	mirna_feature_011	mirna_feature_012	mirna_feature_013	mirna_feature_014	mirna_feature_015	mirna_feature_016	mirna_feature_017	mirna_feature_018	mirna_feature_019	mirna_feature_020	mirna_feature_021	mirna_feature_022	mirna_feature_023
SYN-00217	4.8508697	2.5707245	2.104527	4.126053	3.8775327	4.9065027	6.0023317	3.055259	2.4000816	3.7071059	3.427605	6.0116825	5.41811	2.9951022	2.4190478	3.442523	3.3190844	6.474561	5.048984	3.5846815	1.2603679	3.6695926	3.830227	5.5408583
SYN-00218	2.9575963	4.9461346	3.9634535	2.5028057	6.210615	3.2236598	3.721575	4.924762	3.953666	2.2297435	6.931779	3.6150117	3.9431849	4.8872924	3.269475	2.4664812	6.70757	3.6423361	3.461551	5.3544617	2.9095654	2.0100384	6.868215	3.4250894
SYN-00219																								
SYN-00220	5.641647	5.633472	3.8359313	2.2204697	4.3769965	4.222972	5.379942	4.6258426	4.478111	1.6071665	5.114994	3.249964	5.324645	5.249632	4.620845	1.4381676	4.2750163	2.9671242	5.1916256	5.206232	4.2955203	1.9547379	2.894157	3.8896978
SYN-00221	5.9100857	3.5881336	3.8878546	2.9786243	3.9926407	4.325032	5.8530397	4.9331856	3.9484844	3.8700266	3.8531604	3.8291469	6.8054266	4.400842	3.145925	3.7899015	4.6845484	4.3900094	6.308169	3.3237498	3.9060616	3.22591	4.3164835	3.7544355
SYN-00222	4.4778895	4.728522	4.7658105	4.74024	5.0567083	4.839035	4.9463005	5.308989	3.965981	5.1018295	5.2673793	4.322647	4.961477	4.263217	5.05986	4.7523675	4.679663	5.045521	4.911002	6.410594	3.4681957	4.8666644	5.2213883	4.4231725
SYN-00223	2.5034857	3.3431253	4.2588	4.6339917	4.380467	2.4378161	1.6726413	4.001483	4.418767	5.2145796	4.3207097	1.289818	2.7628834	2.5414643	5.040956	5.181077	3.8549788	1.803853	1.7645597	3.2573407	4.5540166	4.45659	4.8049803	1.6558812
SYN-00224	2.6204717	1.4397593	5.7284374	3.5396962	4.477115	3.4077387	2.1308813	1.9209275	6.2234316	1.9930947	5.245576	4.6118693	3.0522316	2.2964153	5.5885196	2.1073923	4.516082	5.110175	3.4366245	2.9098086	4.8616095	2.4731812	4.4353075	6.200426
SYN-00225	2.5935755	3.1913521	3.1084673	1.0958719	4.4370146	3.591828	4.1278553	3.1098332	4.531689	1.2274344	5.152815	2.6164227	3.4332504	2.775153	3.8462598	1.7479074	4.5412617	3.5754373	2.7599223	1.510114	3.9904003	0.79289865	4.336922	3.4573693
SYN-00226																								
SYN-00227	4.028595	5.875506	4.9826956	4.2216606	2.0871468	2.4071484	3.479661	5.3651953	5.2885966	3.4697592	1.4780128	1.5272715	3.7291973	5.802338	4.9912567	3.7749171	1.5789895	2.8469543	4.0543165	5.9208946	4.5029817	3.3370764	2.1043015	2.3485527
SYN-00228	4.2955112	2.485101	2.6199496	5.221883	3.6853242	6.011833	4.4930034	3.1262584	2.7886178	4.341539	4.1114717	4.3869357	3.277142	3.352614	4.0881295	5.343364	4.341002	5.900571	3.3120432	2.793497	2.869645	4.11104	4.8242087	5.530337
SYN-00229	4.326453	3.5315318	2.5255227	2.9870012	4.4778886	5.334499	3.8234348	3.673153	3.7926385	3.1690989	4.1227317	6.1232314	4.216568	4.160583	2.729392	3.03195	4.104122	4.625129	4.681572	3.7236228	2.9739985	2.8230238	5.0165434	5.3390603
SYN-00230																								
SYN-00231	3.8330724	4.413096	3.4829698	4.847796	4.169778	3.2164662	4.16796	3.5518696	3.7742054	3.1342869	5.300545	3.2606134	3.0730724	3.271595	3.3203845	3.594829	5.341047	4.0384254	3.8816214	4.286859	3.1032648	3.8420148	4.5565457	2.755863
SYN-00232	3.3032022	3.5212607	6.4985833	4.1962323	4.4940877	5.3067875	2.6996894	3.1051006	5.4982157	4.8204455	4.169839	5.175047	2.8374634	3.4774246	6.6001825	4.0446777	4.6247005	4.1276684	3.0133977	3.415964	4.823158	4.6386085	5.0243187	4.0189514
SYN-00233	4.8876853	4.9387584	5.3758388	2.587772	4.2705016	3.4383717	3.7052808	4.5241714	4.5750036	2.4564638	4.4984403	3.4563375	4.161852	4.9218493	5.026469	2.1992044	4.2845426	2.82879	3.8897457	4.9782715	4.43262	1.9915428	4.7467356	3.0590131
SYN-00234																								
SYN-00235	1.3532164	4.4799585	1.8407862	4.6295786	3.1568985	2.2490664	2.51078	4.7161055	1.2550118	4.677149	3.9932957	3.8824992	2.2344518	3.833712	2.2696157	5.3860064	2.8225904	3.7264872	2.5782666	3.7371507	1.7070441	4.4469323	3.594421	3.447187
SYN-00236	5.8015575	2.8971987	5.281004	3.4289305	3.4613266	2.351916	5.593978	4.26536	4.083643	3.378823	4.61283	2.6885302	6.169197	3.7877293	5.6293216	3.096971	3.7981346	2.9948947	6.79758	3.4253564	4.424432	2.2053008	3.869359	1.9111209
SYN-00237	6.82394	4.575333	3.7229528	6.0735855	3.8080838	3.806088	6.110353	4.614996	4.4500995	4.564724	4.0471654	3.656782	5.3417196	5.2808743	5.046577	3.1390135	4.406467	4.055538	6.5697646	5.252179	4.0598927	4.584751	4.432466	4.676264
SYN-00238	4.910375	3.5387685	3.6738777	4.8349314	3.3346813	5.8479385	3.8942714	2.454946	4.4693336	4.1734667	3.0450068	6.115132	3.442075	1.7850206	3.6766396	4.549053	2.7225018	6.509801	4.0454707	2.9642622	4.1379204	4.621717	3.5837994	5.9391503
SYN-00239	3.8951254	5.1403904	6.283885	4.9922633	6.4804506	5.0318475	2.668764	4.405421	5.4725513	3.556347	6.469524	4.8820186	3.1632855	5.1589804	6.606916	4.2397103	6.562252	4.0374184	3.669543	4.068601	7.181606	5.216548	6.4917455	4.341189
