patient_id	mrna_feature_000	mrna_feature_001	mrna_feature_002	mrna_feature_003	mrna_feature_004	mrna_feature_005	mrna_feature_006	mrna_feature_007	mrna_feature_008	mrna_feature_009	mrna_feature_010	mrna_feature_011	mrna_feature_012	mrna_feature_013	mrna_feature_014	mrna_feature_015	mrna_feature_016	mrna_feature_017	mrna_feature_018	mrna_feature_019	mrna_feature_020	mrna_feature_021	mrna_feature_022	mrna_feature_023
SYN-00222	9.152942	12.444052	8.618735	9.249714	8.987346	8.8740635	10.753935	12.614682	9.158782	8.890769	9.429554	8.863607	8.573154	11.214622	8.539602	10.620229	11.746273	9.127082	10.794399	10.584156	8.500174	10.31681	10.555227	8.490441
SYN-00223	6.64694	5.724452	6.5522156	9.619349	7.4491057	4.842623	7.175507	8.288346	9.272494	11.127529	8.177655	4.1884003	4.43396	7.266866	10.118807	8.64504	8.57849	3.9653225	6.0187464	5.4761567	10.377104	8.604618	8.86978	1.6465416
SYN-00224	6.0544643	5.358907	12.491148	3.0934305	8.243862	9.58334	6.4981236	4.4946723	11.682976	4.261515	7.7177086	10.741162	6.570009	4.0400763	11.005496	5.791871	8.706456	7.2418823	7.3614054	4.868889	10.964208	5.514663	8.901366	10.23125
SYN-00225	6.3026557	4.099453	6.9892063	3.1781306	7.518586	7.0901284	6.711891	4.7998466	7.3030057	3.413404	8.1947365	8.006486	7.6412377	5.2305703	6.523629	4.5802546	7.5777965	6.6190076	5.3193064	4.8400946	8.346429	4.0038705	7.2371616	5.6779556
SYN-00226	9.001197	2.1558943	9.243735	9.007965	8.894013	9.124588	7.9305816	3.8143902	11.447115	9.327343	4.128233	8.138094	7.607411	2.4140673	9.8827305	10.7906685	6.742305	7.5866365	7.7482686	4.4910574	9.304177	9.836433	6.64384	7.5694427
SYN-00227	6.1943154	11.016088	10.398382	9.012079	3.805439	5.0864263	8.502578	10.821801	10.804554	8.405555	3.7175927	5.1340575	10.491768	11.799028	9.806667	8.787993	4.4821644	5.6811075	7.9164658	9.107794	7.7597375	6.8997393	6.267992	5.0410094
SYN-00228	6.4037194	5.962416	7.9841743	9.268108	6.7939606	12.363301	7.298974	6.9765854	6.634532	9.105606	8.591046	8.398664	8.119607	5.990686	6.309037	12.067374	9.0631485	10.312887	9.77451	6.2860103	6.524251	10.707266	9.409705	11.581992
SYN-00229	8.833701	8.995785	5.856654	6.7040854	6.515361	11.157477	7.6806445	7.592321	7.159523	6.903451	7.918906	8.748895	8.769596	8.470595	5.329219	4.7573977	8.148367	7.5623217	6.951803	9.234585	7.8670874	4.371867	7.629932	12.060769
SYN-00230	8.292896	10.072197	6.6595078	6.867923	7.7517257	7.8681545	7.020874	10.080873	4.4978075	8.368765	7.3043685	7.312245	7.0142827	9.904953	4.529861	7.6796813	7.6477213	6.9680595	7.753536	9.313248	6.36697	8.822538	7.089792	8.81674
SYN-00231	8.03279	9.32875	7.1114635	7.654627	9.504759	8.026563	7.7365093	6.318241	6.415208	9.310934	8.00517	6.539188	8.759382	5.7409096	6.9862456	6.8021264	7.9266734	7.9596195	8.282112	8.218204	5.771105	7.8219285	6.9455338	7.049995
SYN-00232	6.9893227	6.530583	11.105633	8.236432	10.051837	9.878288	9.235695	6.186376	12.005123	7.640608	9.737999	9.88329	6.3497615	8.019604	10.304388	7.492372	9.929316	8.623512	6.533944	6.311406	9.891603	8.386774	9.423784	11.048805
SYN-00233	6.914867	8.453615	8.890008	5.231364	9.16762	6.8823395	7.19295	8.00531	10.680127	4.3856087	9.436061	6.1877785	10.81661	9.002691	8.547494	7.2309666	7.926908	5.7835455	7.519482	9.872892	9.43767	5.2037554	9.716273	7.7281427
SYN-00234	6.920601	8.337236	14.457224	5.976674	7.2786665	8.273971	5.322713	7.991773	14.753992	1.8181381	2.7126312	6.154668	8.52125	9.016251	12.685594	5.694831	4.953754	9.878799	7.0082965	7.294453	13.0814295	4.91984	2.4046803	6.9228745
SYN-00235	3.723147	10.268439	3.6105223	9.636852	9.671518	7.0599174	4.824849	7.775832	3.7641373	7.4774218	7.5706134	6.722093	4.3606634	6.1793814	3.9273634	9.625978	7.6516013	4.9596953	3.5225363	7.8601074	4.9113336	8.342416	7.2586126	7.8811407
SYN-00236	10.637534	7.8146963	11.015409	7.0753307	10.530964	4.493935	8.599948	8.471954	9.3117485	7.3534665	8.989557	5.6220665	11.251959	8.519189	7.97546	6.0620785	8.203127	6.39719	10.620293	8.103704	7.235413	6.1253047	7.4823537	5.3227453
SYN-00237	14.109238	11.057373	8.76538	11.394184	8.558995	6.8840113	9.1521845	9.995219	7.3387613	10.347765	7.2753124	8.343214	11.024006	8.851144	9.393808	9.91803	8.864988	6.2635007	11.371759	9.984869	6.4822464	10.543625	8.731586	7.1370573
SYN-00238																								
SYN-00239	9.132866	6.061634	11.682604	7.7505403	13.502267	6.850442	6.3782997	9.157535	13.2085705	9.817008	10.548887	6.1056643	7.2618523	10.730752	12.655905	10.062954	12.304241	7.4888544	7.3828387	10.62137	12.935514	9.226896	11.775154	8.095219
