patient_id	cnv_feature_000	cnv_feature_001	cnv_feature_002	cnv_feature_003	cnv_feature_004	cnv_feature_005	cnv_feature_006	cnv_feature_007	cnv_feature_008	cnv_feature_009	cnv_feature_010	cnv_feature_011	cnv_feature_012	cnv_feature_013	cnv_feature_014	cnv_feature_015	cnv_feature_016	cnv_feature_017	cnv_feature_018	cnv_feature_019	cnv_feature_020	cnv_feature_021	cnv_feature_022	cnv_feature_023
SYN-00192	0.6904408	0.66261744	0.7894058	-0.52729505	-0.45061633	-0.79442924	0.92489326	0.23633668	0.86061907	-0.82620716	-0.31810078	0.34567395	0.8683739	0.76500064	0.5141454	-0.124434434	-0.8193258	-0.51458293	0.9623104	0.8809722	0.93032277	-0.8929494	-0.9152793	0.31639463
SYN-00193	0.8376111	0.67747205	0.7561084	-0.9516914	0.97385347	0.9186123	0.95509666	0.6909801	0.9031273	-0.5422805	0.6171611	0.75898683	0.96650714	-0.1011975	0.6757125	-0.8424331	0.9518018	0.81657887	0.9248591	0.0642165	0.94807434	-0.7259915	0.9170472	0.22591019
SYN-00194	-0.025912914	0.38383806	-0.0002509434	-0.026356865	-0.8212243	0.63274634	-0.33540884	-0.69378126	0.4437909	0.7230463	-0.21297228	0.51414514	-0.7716345	-0.42265204	-0.23328163	0.8808114	-0.3313559	0.5944893	0.0026040387	-0.7432832	0.16154003	0.42492083	-0.38750207	0.79796576
SYN-00195	-0.75174636	0.9309644	0.8684485	0.82156175	-0.8220097	0.5814394	-0.9361971	0.95327395	0.8572752	0.78481156	-0.34839582	0.7960193	-0.84746027	0.797378	0.7631362	0.8135151	-0.030971855	0.41220573	-0.82931775	0.92889726	0.6710428	0.6982568	-0.42973608	0.6598657
SYN-00196	-0.83566874	0.84716153	-0.63422996	-0.46626282	0.9023991	-0.571423	-0.5296417	0.9123228	-0.59905773	0.4820404	0.18637487	-0.5257614	-0.92435265	0.90172726	-0.69990087	-0.17459643	0.60947007	-0.1892368	-0.7185125	0.7071806	-0.5001908	-0.11727833	0.9184512	-0.732765
SYN-00197	-0.9521615	-0.6694262	0.065147914	-0.8124508	0.6362566	-0.10294087	-0.64723223	-0.13604404	-0.29824015	-0.5672922	-0.2672708	-0.38171542	-0.98177326	-0.79308796	-0.20453542	-0.06459739	-0.67878705	0.0855472	-0.9895051	-0.71951914	-0.47849497	-0.48382917	0.6898616	0.39768794
SYN-00198	-0.044460725	-0.32644936	0.030050088	0.7117789	-0.8440935	-0.7730356	0.23521154	-0.83959097	-0.7981269	0.38067222	-0.5770823	-0.22150116	0.01801835	-0.44799766	-0.16991605	0.7105019	-0.71152824	-0.876105	-0.11675847	-0.5719935	0.217857	0.42956027	-0.5949253	-0.8947301
SYN-00199	-0.20468289	0.9880122	0.9890626	-0.9915409	-0.20200743	0.14267762	-0.23585725	0.979216	0.9086483	-0.9742097	-0.7660827	-0.0011099471	-0.13569327	0.72786444	0.98717684	-0.9947462	-0.34147802	-0.11718712	0.5388887	0.94471776	0.9806229	-0.9651119	-0.089828655	-0.6486916
SYN-00200																								
SYN-00201	-0.47283766	0.10936499	0.719221	0.9886856	-0.82537246	0.63062555	-0.8327715	0.8141006	0.45671478	0.9650719	-0.54873914	0.5362293	-0.4003255	-0.07080438	0.6147932	0.97082174	-0.015266265	0.70294005	-0.8674456	0.42731428	0.5410282	0.956454	-0.75125724	0.7575016
SYN-00202	0.75436944	-0.41763675	0.7037215	-0.40210715	-0.49710038	-0.48200196	0.21190047	0.10492547	0.6179393	-0.5187403	-0.7360028	0.074826434	-0.4136219	-0.24238512	0.9337635	-0.6419081	-0.77045345	-0.6071517	-0.2887658	-0.32149705	0.25413224	-0.030457843	-0.5709513	-0.22404975
SYN-00203	-0.79347014	-0.9136348	0.6486209	0.66935384	-0.7417307	-0.859512	-0.7211397	-0.34032342	-0.3373059	0.55803853	-0.91523963	-0.9756091	-0.9446228	-0.88269234	0.22257453	-0.20217118	-0.4255332	-0.80462956	-0.43878573	-0.81745505	0.3689992	-0.1857238	-0.7874109	-0.80520695
SYN-00204	0.17190352	-0.18845612	-0.3605314	0.46612105	-0.62751234	-0.52704483	0.86512095	-0.24403194	-0.5452964	0.2507689	0.015101001	-0.6447879	0.783999	0.50117064	-0.0946508	-0.8633629	-0.210887	-0.7180544	0.8436757	-0.59321165	-0.408042	-0.5122895	-0.39556217	-0.61921227
SYN-00205	0.72752035	0.736709	0.20530525	-0.9962438	0.18786217	0.25210872	0.79306334	0.87113714	0.1064003	-0.99743944	-0.6632664	0.17469412	0.80290186	0.75565284	-0.33312476	-0.9879941	-0.29675147	0.40963736	0.7485856	0.8355526	-0.65347195	-0.9712812	-0.091086954	-0.5272394
SYN-00206	0.42421922	0.49245375	0.86198395	-0.0025760091	-0.98826075	0.54715747	0.72969097	-0.27694497	0.78316927	-0.21164688	-0.9917519	0.8798577	0.34454936	0.7120492	0.4768878	0.2836166	-0.925525	0.9764319	0.97863144	0.057677645	0.27642766	-0.85121834	-0.98763907	0.90793544
SYN-00207	0.98325855	0.82248884	-0.7448685	0.56342864	-0.032075983	-0.9559896	0.9582566	0.65767	-0.7827271	0.6738736	0.5488049	-0.71890974	0.89127016	0.2440719	-0.818864	0.88192	0.19681291	-0.88231254	0.9948995	0.72104543	-0.94239384	0.60950065	0.2912333	-0.9680438
SYN-00208	0.09683058	0.98619723	0.72748375	-0.31088904	-0.9005309	-0.34797123	0.4624546	0.9978401	0.29832247	-0.62317604	-0.64339954	-0.77434534	0.47982046	0.93785757	0.42306075	-0.02774807	-0.86535925	-0.48669878	0.25717592	0.9698425	0.028769787	-0.28405637	-0.5602469	-0.60810447
SYN-00209	0.9822688	-0.26097277	-0.01389346	-0.90805936	0.56400585	-0.5600739	0.8930716	0.056081694	-0.6940338	-0.31934693	0.67896354	-0.08794742	0.90823555	0.25356928	0.46694493	-0.7715052	0.6055502	-0.8138385	0.9737605	-0.5116574	0.52986306	-0.23990437	0.5999241	-0.77269393
SYN-00210	0.3258944	-0.6852936	0.8337263	0.9759479	-0.37345257	0.43679112	0.87804437	-0.34509483	0.29479575	0.91185427	-0.48527065	0.7713773	0.4200653	-0.8831862	0.5781282	0.78334194	-0.91691816	0.63662446	0.3474035	-0.56432885	0.5019513	0.32338735	-0.52011716	0.5100299
SYN-00211	0.44102818	0.67089754	0.759071	0.86913174	-0.990937	0.012212932	0.7180147	0.67694044	0.49998492	0.8302664	-0.935606	0.16944925	0.7259675	0.116344914	0.50749457	0.8635429	-0.9795978	0.2425719	0.81743413	0.66743416	0.60841006	0.5934638	-0.9591419	0.10966459
SYN-00212	-0.74353653	0.0015691009	0.95035005	-0.106888056	-0.50247914	0.24471937	-0.8878073	0.25976008	0.8823894	-0.60874516	-0.25343502	0.54640096	-0.72756976	0.009974587	0.55392414	-0.18636039	-0.40230215	0.28131858	-0.6492984	0.01967118	0.8128881	0.43564165	-0.58414537	0.9571966
SYN-00213	0.9524259	0.0042391466	-0.3008938	0.4908516	-0.4086458	0.7399123	0.96754885	-0.017901	-0.47335434	0.5593062	-0.23344293	0.48733863	0.96304923	0.30408072	0.09570764	0.376971	-0.12008018	0.7849144	0.96740735	-0.21900798	-0.7212737	0.3871093	-0.17677142	0.4450235
SYN-00214	-0.65072435	-0.7796733	-0.9654323	0.38717178	0.2953636	-0.8449499	-0.6603788	-0.21359399	-0.986804	-0.45033556	0.6212645	-0.6986822	-0.7037818	-0.7780671	-0.96952295	-0.40584484	0.5969256	-0.34413403	-0.85967803	-0.47337458	-0.9476689	0.11676196	0.19672237	-0.7048108
SYN-00215	-0.82485354	-0.015898602	0.9862715	-0.6571611	0.72735107	0.045937907	-0.73408407	-0.11252243	0.971922	-0.82900006	0.6001748	-0.41905165	-0.777236	0.09212614	0.9836834	-0.8297727	0.68752295	-0.6918962	-0.83389074	-0.19853544	0.98051643	-0.8586701	0.78422105	0.23367731
SYN-00216	-0.9842553	0.41658455	-0.041914575	-0.65421677	-0.09738491	-0.7922129	-0.9799515	0.94433874	0.66581243	-0.66888654	-0.5421739	-0.5571038	-0.99132	0.4959378	0.009035554	-0.7710086	-0.30725014	-0.5308978	-0.9814992	0.7370589	0.42352134	-0.6881615	-0.14772408	-0.49651307
SYN-00217																								
SYN-00218	-0.3047638	0.9243807	-0.30329785	-0.92822987	0.9584855	-0.017426385	-0.52635026	0.73264414	0.04563717	-0.7076174	0.97458565	-0.77755994	-0.14290519	0.7443749	-0.38137063	-0.73927355	0.97642624	-0.8065568	-0.5991875	0.9214512	0.33947644	-0.831063	0.9565978	-0.84066
SYN-00219	-0.25600234	0.83035946	0.72786593	0.49317682	0.14852013	0.9666761	0.10972686	0.9389368	0.49189767	0.6642565	0.71340615	0.9812875	-0.7562063	0.85269207	0.89820063	0.16877946	0.63328516	0.97330844	-0.7260531	0.9328047	0.79817986	0.10370566	0.41111416	0.98533046
SYN-00220	0.95836055	0.642497	-0.07260939	-0.982892	0.8195619	-0.35424125	0.9708863	0.46296185	-0.18650259	-0.9058214	0.6597688	-0.79404026	0.92844206	0.46302456	-0.12459007	-0.990706	-0.031530004	0.017113809	0.9666758	0.6316101	0.28193676	-0.9517349	-0.36823073	-0.34530228
SYN-00221	0.97447014	0.51667076	-0.0352468	-0.39568955	0.72264796	0.04398984	0.9323622	0.6190286	0.41815805	0.2534672	0.4240767	-0.15394564	0.965245	-0.19777471	0.087858304	-0.5090701	0.2675002	-0.08377826	0.98274374	0.27225927	-0.37792218	-0.15933912	0.7239894	0.34966537
SYN-00222	0.72402334	0.9193316	-0.029680185	0.4492001	0.93947315	0.777144	0.891777	0.7118845	-0.09045295	-0.19410726	0.2165039	0.71503395	0.4497294	0.9423825	0.035820566	0.60877657	0.8480751	0.7628558	0.9144981	0.95902056	-0.1867063	0.4920912	0.46491888	0.47569087
SYN-00223	-0.79111964	-0.38616616	0.5704522	-0.37447557	0.46423474	-0.9819312	-0.7875208	-0.5639283	0.29199287	0.3441234	0.7978428	-0.9495527	-0.89926964	-0.7188316	0.11307657	0.41291022	0.14383891	-0.92228705	-0.967245	-0.650046	0.30575836	-0.26200792	-0.7480303	-0.9935774
SYN-00224	-0.81460476	-0.9542845	0.92732036	-0.0456772	0.17991476	0.2792182	-0.94563043	-0.98316246	0.7225051	-0.6065348	0.20598148	0.76835024	-0.95071596	-0.954996	0.9866192	-0.8879992	0.4795576	0.84448916	-0.86066	-0.9633341	0.8463343	-0.97615004	-0.44047803	0.74437153
SYN-00225	-0.81094277	-0.8588625	-0.09275923	-0.942144	-0.1127148	-0.18580306	-0.75335824	-0.8517689	0.14206243	-0.9409349	0.63674754	-0.59025425	-0.25771594	-0.7232619	0.13521452	-0.994693	0.33573186	-0.11514334	-0.14127232	-0.83554333	-0.53004265	-0.9733689	-0.4551867	-0.133632
SYN-00226	0.3742377	-0.9603451	0.3006229	0.65913206	-0.270189	0.36951315	0.5409155	-0.9844289	0.21300985	0.68687034	-0.2178384	0.004192743	0.89290965	-0.9711183	0.5904741	0.36508602	-0.75289154	0.642441	-0.37100095	-0.9140818	-0.42046434	0.8131281	-0.7841332	0.17772155
SYN-00227																								
SYN-00228	0.13223942	-0.75256	-0.0067227823	0.81477916	0.45880362	0.66472197	-0.3493263	-0.86355627	0.1279064	0.06823387	-0.074553184	0.8906781	0.029904094	-0.74389154	-0.41598126	0.8690868	-0.074498005	0.26650783	-0.85590845	-0.7940467	-0.77188426	0.8355737	0.46042347	0.31638765
SYN-00229	0.5735128	-0.09489053	-0.30333495	-0.8291828	0.1327446	0.62051815	-0.87876606	-0.6032386	-0.46558148	-0.57336104	0.12029756	0.8923608	0.6627254	0.05711483	-0.7119142	-0.9724831	-0.16048041	0.7487259	0.4577908	-0.24702151	-0.3599226	-0.9517476	0.11086055	0.9032031
SYN-00230	-0.38808498	0.4860219	-0.72735995	-0.59170204	0.23970953	-0.15649034	0.12246069	0.8300281	-0.77327967	-0.49928287	0.3276886	-0.046270452	-0.0054842113	0.44304556	-0.6725356	-0.88534343	0.2500307	0.6928179	-0.7080825	0.91825163	-0.5868683	-0.35357597	-0.0137851	0.7461825
SYN-00231	0.66230595	-0.19506551	-0.06300569	0.72848505	0.2603162	-0.066207975	0.5677147	-0.3049974	-0.68864536	0.5311507	0.23374139	-0.4261408	0.59527534	-0.56662345	-0.41664082	0.07472684	-0.21790093	0.29408976	0.089291885	-0.4981702	0.16290615	0.5017881	0.533403	-0.8193197
SYN-00232	-0.8224825	-0.5670144	0.937449	-0.5383567	0.29500812	0.47486064	-0.72456354	-0.963948	0.9797697	0.23084949	0.74217224	0.8148505	-0.28855878	-0.81359124	0.86608183	0.34448814	0.19775233	0.106923416	-0.59134316	-0.78167504	0.8643555	0.23277992	0.46528006	0.7754294
SYN-00233	0.3620308	0.19031176	0.3503621	-0.7710626	0.119245335	-0.76748455	0.68846095	0.19227317	0.64975286	-0.95902383	0.6847111	-0.8443911	-0.34409449	0.48698848	0.413582	-0.92509305	0.34171522	-0.430165	0.321368	-0.38300392	-0.5799364	-0.6645845	0.3637037	-0.48970768
SYN-00234	-0.37581524	-0.2307701	0.9929396	-0.8107399	-0.8227544	-0.038992707	-0.3024645	0.09938366	0.9782084	-0.96640843	-0.9609537	-0.36506906	-0.4803127	-0.17356673	0.99755496	-0.9098796	-0.9374215	-0.25460297	-0.7463588	0.42924443	0.9459714	-0.9187981	-0.96952814	-0.032450594
SYN-00235	-0.8974815	-0.38952953	-0.92968255	-0.022173217	-0.5476105	-0.6441239	-0.88357216	-0.3399505	-0.9580777	0.50315404	-0.32877943	-0.890374	-0.98777384	-0.060938492	-0.99737424	-0.23628281	-0.45994034	-0.6758479	-0.97490823	-0.14431606	-0.83436084	-0.23518068	0.5230758	-0.50573695
SYN-00236	0.93714577	0.07242048	0.83086187	-0.93568206	0.76791435	-0.8071642	0.88053745	0.3334608	0.6766402	-0.21660568	0.5821155	-0.76554286	0.9438619	0.7112876	0.2905456	-0.8853953	0.6322135	-0.31898522	0.7183827	-0.14421503	-0.23720083	-0.90160483	0.44436657	-0.7262422
SYN-00237	0.96253943	0.8705255	0.3312623	0.40404788	0.17202653	-0.73133653	0.90945566	0.2832645	-0.33212066	-0.08936924	0.7257743	-0.37595832	0.92888254	0.73804367	0.8062055	0.82938373	-0.517013	-0.17367892	0.9876703	0.6618237	-0.7288882	0.47215053	0.3742657	-0.81916964
SYN-00238																								
SYN-00239																								
